id,name,관련학과,관련자격
234,외환딜러,금융보험학과경영학과경제학과국제통상학과금융경영과세무학과수학과통계학과회계학과,"외환전문역,국제금융역"
1135,공구제조원,,
107,인공위성개발원,항공우주공학과재료공학과물리학과제어계측과화학과전자공학과,
917,음반기획자,음악과실용음악과음악학과실용음악학과,
360,경호원,경찰행정과사회체육과체육학과경호스포츠과경찰행정학과사회체육학과,"경비지도사,자동차운전면허"
10043,개인브랜드매니저,경영학과마케팅경영과심리학과,
236,자동차영업원,기계공학과경영학과금형설계과기계과자동차과자동차정비과,"자동차정비기사,자동차정비산업기사"
1136,항공기·선박조립 및 검사원,항공정비과,"기계가공조립기능사,기계조립산업기사"
108,인쇄기조작원,미디어출판과,"인쇄산업기사,인쇄기사,사진기능사"
920,애니메이션기획자,만화애니메이션학과애니메이션과,
362,일반공무원,경영학과사회복지학과법학과행정학과회계학과경제학과,
10044,개인관리컨설턴트,건강관리과건강관리학과사회복지학과,
